,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,company_name
1036,Wagon R VXI BS IV,155000.0,82028,Petrol,Manual,2nd Owner,2010,1248,5,Maruti
1037,Amaze S i-Vtech,387000.0,32375,Petrol,Manual,4th Owner,2016,2179,5,Honda
1039,Rover Freelander 2 SE,1328000.0,158108,Diesel,Automatic,1st Owner,2014,999,5,Land
1040,Innova Crysta 2.4 G MT 8S BSIV,1130000.0,74176,Diesel,Manual,1st Owner,2016,998,5,Toyota
1041,Rapid 1.0 TSI Ambition,904000.0,17805,Petrol,Manual,2nd Owner,2020,1061,5,Skoda
1042,Zen Estilo LXI BS IV,131000.0,105209,Petrol,Manual,1st Owner,2009,1248,5,Maruti
1043,Wagon R LXI Minor Duo LPG,,72792,Lpg,Manual,1st Owner,2008,1956,5,Maruti
1044,Swift LDI BSIV,370000.0,93411,Diesel,Manual,2nd Owner,2014,1396,5,Maruti
1045,Harrier XZ Dark Edition BSIV,1452000.0,51954,Diesel,Manual,1st Owner,2019,1197,5,Tata
1046,Verna 1.4 EX,386000.0,199085,Diesel,Manual,1st Owner,2013,1120,5,Hyundai
1047,Swift Dzire 1.2 Vxi BSIV,247000.0,213709,Petrol,Manual,1st Owner,2011,936,5,Maruti
1048,Grand i10 CRDi Magna,265000.0,134698,Diesel,Manual,1st Owner,2013,1197,5,Hyundai
1049,Beat Diesel PS,107000.0,82983,Diesel,Manual,1st Owner,2012,624,4,Chevrolet
1051,Nano Twist XT,,50789,Petrol,Manual,2nd Owner,2014,1497,5,Tata
1052,Thar CRDe,782000.0,46994,Diesel,Manual,1st Owner,2018,2179,7,Mahindra
1053,City i VTEC VX Option,729000.0,19528,Petrol,Manual,1st Owner,2016,1497,5,Honda
1054,Hexa XE,725000.0,68315,Diesel,Manual,2nd Owner,2017,1248,5,Tata
1055,Ecosport 1.5 Petrol Trend BSIV,582000.0,69720,Petrol,Manual,1st Owner,2017,1061,5,Ford
1056,SX4 S Cross DDiS 200 Sigma,515000.0,110655,Diesel,Manual,1st Owner,2016,1396,5,Maruti
1057,Wagon R LXI Minor Duo LPG,107000.0,87100,Lpg,Manual,2nd Owner,2009,1399,5,Maruti
1058,i20 Sportz 1.4 CRDi,319000.0,124012,Diesel,Manual,2nd Owner,2013,1299,5,Hyundai
1059,Figo Diesel ZXI,134000.0,92251,Diesel,Manual,2nd Owner,2010,1498,7,Ford
1060,Ikon 1.3 Flair,,61127,Petrol,Manual,2nd Owner,2008,1197,5,Ford
1061,Mobilio V i-DTEC,399000.0,141083,Diesel,Manual,1st Owner,2014,1248,5,Honda
1062,Swift LXI BSIV,325000.0,61802,Petrol,Manual,2nd Owner,2014,1197,5,Maruti
1063,Sail Hatchback 1.3 TCDi,231000.0,147215,Diesel,Manual,3rd Owner,2015,998,5,Chevrolet
1064,Ignis 1.2 Delta BSIV,443000.0,74295,Petrol,Manual,1st Owner,2017,1248,5,Maruti
1065,Wagon R VXI BS IV,349000.0,66290,Petrol,Manual,2nd Owner,2017,1197,5,Maruti
1066,Vitara Brezza ZDi Plus Dual Tone,822000.0,92485,Diesel,Manual,1st Owner,2018,1086,5,Maruti
1067,Baleno 1.2 Delta,536000.0,57563,Petrol,Manual,1st Owner,2018,1197,5,Maruti
1068,i10 Magna 1.1L,225000.0,30675,Petrol,Manual,1st Owner,2011,1199,5,Hyundai
1069,Swift Dzire VXI,337000.0,58835,Petrol,Manual,1st Owner,2013,1582,5,Maruti
1070,Polo Diesel Comfortline 1.2L,258000.0,122571,Diesel,Manual,3rd Owner,2013,1399,5,Volkswagen
1073,G G63 AMG,15200000.0,47000,Petrol,Automatic,2nd Owner,2017,1199,5,Mercedes-Benz
1074,Panamera GTS,17500000.0,10000,Petrol,Automatic,1st Owner,2019,1950,5,Porsche
1075,Beat LT,255000.0,37275,Petrol,Manual,1st Owner,2014,1950,5,Chevrolet
1076,E-Class Exclusive E 220 d BSIV,4400000.0,44000,Diesel,Automatic,1st Owner,2017,1086,5,Mercedes-Benz
1077,E-Class Exclusive E 220 d BSIV,4350000.0,39000,Diesel,Automatic,1st Owner,2017,1991,5,Mercedes-Benz
1078,Santro Xing XG,,97767,Petrol,Manual,5th Owner,2005,1198,5,Hyundai
1079,GLC 200,5650000.0,32000,Petrol,Automatic,1st Owner,2020,1248,5,Mercedes-Benz
1080,Amaze S i-VTEC,500000.0,53931,Petrol,Manual,1st Owner,2018,1199,5,Honda
1082,Jazz 1.2 V AT i VTEC,690000.0,27200,Petrol,Automatic,1st Owner,2017,1462,5,Honda
1083,Thar CRDe,772000.0,46365,Diesel,Manual,1st Owner,2017,1461,5,Mahindra
1084,Ciaz Alpha BSIV,872000.0,82496,Petrol,Manual,1st Owner,2019,1248,5,Maruti
1085,Duster 110PS Diesel RxL AMT,651000.0,73656,Diesel,Automatic,1st Owner,2016,1493,7,Renault
1086,Ciaz ZDi SHVS,543000.0,92530,Diesel,Manual,1st Owner,2016,1368,5,Maruti
1087,TUV 300 mHAWK100 T8,658000.0,68364,Diesel,Manual,2nd Owner,2017,1197,5,Mahindra
1088,Compass 1.4 Sport,1261000.0,30224,Petrol,Manual,1st Owner,2018,1462,5,Jeep
1090,Vitara Brezza ZXI,1053000.0,26396,Petrol,Manual,1st Owner,2020,998,5,Maruti
1091,Thar CRDe,746000.0,60020,Diesel,Manual,1st Owner,2017,1462,5,Mahindra
1092,Alto K10 2010-2014 VXI,268000.0,55107,Petrol,Manual,1st Owner,2014,796,5,Maruti
1093,Ciaz Alpha AT,1243000.0,3925,Petrol,Automatic,1st Owner,2022,1197,5,Maruti
1094,Alto 800 LXI,323000.0,21949,Petrol,Manual,1st Owner,2017,1995,5,Maruti
1096,5 Series 520d Luxury Line,4600000.0,43000,Diesel,Automatic,1st Owner,2019,1950,5,BMW
1097,XC60 D5 Inscription,6100000.0,20000,Diesel,Automatic,1st Owner,2021,1968,5,Volvo
1099,Q3 35 TDI Quattro Premium Plus,1750000.0,39356,Diesel,Automatic,1st Owner,2015,2143,5,Audi
1100,S-Class S 350 CDI,7150000.0,18000,Diesel,Automatic,1st Owner,2017,998,5,Mercedes-Benz
1101,C-Class 220 CDI AT,1375000.0,40000,Diesel,Automatic,1st Owner,2013,1248,5,Mercedes-Benz
1102,Alto K10 VXI,315000.0,30555,Petrol,Manual,1st Owner,2016,1197,5,Maruti
1103,Ciaz VDi Plus SHVS,478000.0,119878,Diesel,Manual,1st Owner,2015,1248,5,Maruti
1104,i20 1.2 Magna Opt,243000.0,84557,Petrol,Manual,1st Owner,2011,1997,7,Hyundai
1105,Ciaz VDi Option SHVS,536000.0,96528,Diesel,Manual,1st Owner,2017,999,5,Maruti
1106,XUV500 W10 1.99 mHawk,1124000.0,44081,Diesel,Manual,1st Owner,2017,1248,5,Mahindra
1107,Kiger RXT AMT,775000.0,6494,Petrol,Automatic,1st Owner,2021,998,5,Renault
1108,Swift VDI BSIV,340000.0,118631,Diesel,Manual,1st Owner,2014,1198,5,Maruti
1109,Alto K10 VXI,351000.0,47133,Petrol,Manual,1st Owner,2018,1197,5,Maruti
1110,Amaze S i-VTEC,456000.0,94025,Petrol,Manual,1st Owner,2017,998,5,Honda
1111,i20 Magna 1.2,502000.0,68841,Petrol,Manual,1st Owner,2016,1582,5,Hyundai
1112,Venue SX Plus Turbo DCT BSIV,1046000.0,31952,Petrol,Automatic,1st Owner,2019,998,5,Hyundai
1113,Creta 1.6 CRDi SX,1130000.0,66518,Diesel,Manual,2nd Owner,2019,1582,5,Hyundai
1114,Venue SX Plus Turbo DCT BSIV,1053000.0,26684,Petrol,Automatic,2nd Owner,2019,1199,5,Hyundai
1115,Creta 1.6 CRDi SX,790000.0,38280,Diesel,Manual,1st Owner,2015,1197,5,Hyundai
1116,Tiago 1.2 Revotron XZ,377000.0,96392,Petrol,Manual,1st Owner,2017,2179,7,Tata
1117,Swift Dzire 1.2 ZXi BSIV,286000.0,92613,Petrol,Manual,1st Owner,2011,1498,5,Maruti
1118,Scorpio S7 120,1178000.0,40011,Diesel,Manual,1st Owner,2018,1396,5,Mahindra
1119,City i DTEC VX,533000.0,98772,Diesel,Manual,2nd Owner,2015,1248,5,Honda
1120,i20 Asta 1.4 CRDi,350000.0,38931,Diesel,Manual,1st Owner,2013,1396,5,Hyundai
1121,Swift LDI BSIV,427000.0,82392,Diesel,Manual,1st Owner,2017,2179,7,Maruti
1122,i20 1.4 Asta,572000.0,96805,Diesel,Manual,1st Owner,2017,998,5,Hyundai
1123,Scorpio S5 BSIV,998000.0,68307,Diesel,Manual,1st Owner,2018,1197,5,Mahindra
1124,Wagon R LXI BS IV,375000.0,30404,Petrol,Manual,1st Owner,2016,1248,5,Maruti
1125,Baleno 1.2 Alpha,630000.0,36438,Petrol,Manual,2nd Owner,2018,2179,7,Maruti
1126,Swift VDI BSIV,376000.0,115206,Diesel,Manual,1st Owner,2015,1451,5,Maruti
1128,Hector Sharp DCT,1613000.0,29827,Petrol,Automatic,2nd Owner,2019,1968,5,MG
1131,Endeavour 3.2 Titanium AT 4X4,2875000.0,80000,Diesel,Automatic,1st Owner,2018,814,5,Ford
1132,Innova Crysta 2.8 GX AT BSIV,1945000.0,55000,Diesel,Automatic,1st Owner,2019,1497,5,Toyota
1133,EON Era Plus,230000.0,67885,Petrol,Manual,1st Owner,2013,998,5,Hyundai
1134,Seltos HTX IVT G,1650000.0,28000,Petrol,Automatic,1st Owner,2021,1197,5,Kia
1135,EON 1.0 Era Plus,230000.0,48421,Petrol,Manual,1st Owner,2013,1582,5,Hyundai
1136,Swift Dzire VXI,425000.0,49000,Petrol,Manual,1st Owner,2014,1995,5,Maruti
1137,Verna 1.6 SX,450000.0,75000,Diesel,Manual,1st Owner,2013,1198,5,Hyundai
1138,5 Series 520d Sport Line,4050000.0,55000,Diesel,Automatic,2nd Owner,2018,1493,5,BMW
1139,Amaze S Option i-VTEC,471000.0,6357,Petrol,Manual,1st Owner,2017,1199,5,Honda
1141,Amaze E Petrol,589000.0,10282,Petrol,Manual,1st Owner,2020,1396,5,Honda
1142,Innova Crysta 2.8 ZX AT BSIV,1710000.0,111337,Diesel,Automatic,1st Owner,2018,1582,5,Toyota
1143,Venue SX Opt Diesel BSIV,982000.0,64104,Diesel,Manual,1st Owner,2019,1968,5,Hyundai
1144,Verna 1.6 CRDi SX,560000.0,42234,Diesel,Manual,2nd Owner,2016,1197,5,Hyundai
1145,Q5 30 TDI quattro Premium,1475000.0,80000,Diesel,Automatic,3rd Owner,2015,1197,5,Audi
1146,Ignis Sigma,502000.0,2294,Petrol,Manual,1st Owner,2022,1396,5,Maruti
1147,Baleno Delta,631000.0,38736,Petrol,Manual,1st Owner,2020,998,5,Maruti
1150,Fortuner 2.7 2WD AT,3100000.0,44000,Petrol,Automatic,2nd Owner,2019,1086,5,Toyota
1152,i10 Magna 1.1L,225000.0,38000,Petrol,Manual,1st Owner,2011,1197,5,Hyundai
1153,Q5 3.0 TDI Quattro Technology,2100000.0,35000,Diesel,Automatic,1st Owner,2015,2179,7,Audi
1154,Swift Dzire VXI 1.2 BS IV,650000.0,65000,Petrol,Manual,1st Owner,2019,1582,5,Maruti
1156,Creta 1.6 SX Automatic Diesel,1425000.0,36000,Diesel,Automatic,2nd Owner,2020,1969,5,Hyundai
1157,Q7 45 TDI Quattro Premium Plus,1875000.0,43000,Diesel,Automatic,2nd Owner,2014,1968,5,Audi
1158,XC60 Inscription D5,6000000.0,7500,Diesel,Automatic,1st Owner,2020,1798,5,Volvo
1159,Q3 2.0 TDI Quattro Premium Plus,1300000.0,56500,Diesel,Automatic,1st Owner,2014,1582,5,Audi
1160,A6 35 TFSI Matrix,3675000.0,30000,Petrol,Automatic,1st Owner,2018,1950,5,Audi
1161,Verna CRDi 1.6 AT SX Plus,1000000.0,63500,Diesel,Automatic,1st Owner,2017,1995,5,Hyundai
1162,C-Class Progressive C 220d,4100000.0,26500,Diesel,Automatic,1st Owner,2019,2179,7,Mercedes-Benz
1163,X1 xDrive 20d xLine,2850000.0,38500,Diesel,Automatic,1st Owner,2018,1498,5,BMW
1164,XUV500 R W10 FWD,890000.0,65000,Diesel,Manual,1st Owner,2015,1493,5,Mahindra
1166,i20 Sportz Diesel,975000.0,15500,Diesel,Manual,1st Owner,2022,1991,5,Hyundai
1167,X5 xDrive 30d xLine,10000000.0,20500,Diesel,Automatic,1st Owner,2022,1995,5,BMW
1168,E-Class Expression E 200 BSIV,4400000.0,65000,Petrol,Automatic,1st Owner,2018,2143,5,Mercedes-Benz
1170,E-Class E250 CDI Avantgarde,2200000.0,63203,Diesel,Automatic,2nd Owner,2015,1995,4,Mercedes-Benz
1171,Fortuner 2.8 2WD AT,2900000.0,60500,Diesel,Automatic,1st Owner,2017,1248,7,Toyota
1172,6 Series GT 620d Luxury Line 2019-2021,6050000.0,50000,Diesel,Automatic,1st Owner,2020,796,5,BMW
1174,Alto 800 LXI,307000.0,31458,Petrol,Manual,1st Owner,2021,1582,5,Maruti
1175,GLS 350d 4MATIC,5200000.0,70000,Diesel,Automatic,2nd Owner,2016,998,5,Mercedes-Benz
1176,Elantra CRDi S,525000.0,70372,Diesel,Manual,1st Owner,2013,624,4,Hyundai
1177,Wagon R LXI CNG,190000.0,129325,Cng,Manual,1st Owner,2012,1991,5,Maruti
1179,GLC 200,6100000.0,15000,Petrol,Automatic,1st Owner,2021,1968,5,Mercedes-Benz
1180,X6 xDrive 40d M Sport,3790000.0,75000,Diesel,Automatic,2nd Owner,2015,2143,5,BMW
1183,Camry 2.5 Hybrid,2350000.0,47000,Petrol,Automatic,1st Owner,2017,1498,5,Toyota
1184,X5 xDrive 30d M Sport,2900000.0,83005,Diesel,Automatic,2nd Owner,2014,1595,5,BMW
1185,Ecosport 1.5 Diesel Titanium,475000.0,62500,Diesel,Manual,1st Owner,2015,2143,5,Ford
1186,B Class B180 Sports,1290000.0,67000,Petrol,Automatic,2nd Owner,2013,1197,5,Mercedes-Benz
1188,Swift ZXI BSIV,441000.0,39889,Petrol,Manual,2nd Owner,2017,1997,5,Maruti
1189,A8 L 50 TDI Quattro Premium Plus,4200000.0,81250,Diesel,Automatic,1st Owner,2015,1498,5,Audi
1190,F-Pace 2.0 R-Dynamic S Diesel,7400000.0,9900,Diesel,Automatic,1st Owner,2021,1498,5,Jaguar
1191,Ecosport 1.5 Diesel Titanium Plus,525000.0,43000,Diesel,Manual,1st Owner,2016,1998,5,Ford
1193,X4 xDrive30i M Sport Silver Shadow Edition,7450000.0,7600,Petrol,Automatic,1st Owner,2022,1798,5,BMW
1194,XJ 3.0L LWB Ultimate,2290000.0,79004,Diesel,Automatic,2nd Owner,2012,2143,5,Jaguar
1197,S-Class S 350 CDI,5100000.0,40000,Diesel,Automatic,1st Owner,2015,1968,5,Mercedes-Benz
1198,Rover Range Rover Vogue SE 4.4 SDV8,3525000.0,87002,Diesel,Automatic,2nd Owner,2013,1968,5,Land
1201,Camry Hybrid 2.5,4090000.0,20000,Petrol,Automatic,1st Owner,2019,1998,5,Toyota
1202,Rover Range Rover Vogue SE 4.4 SDV8,3975000.0,95004,Diesel,Automatic,1st Owner,2013,1498,5,Land
1203,X1 sDrive20i xLine,2810000.0,68753,Petrol,Automatic,2nd Owner,2019,1956,5,BMW
1204,Ecosport 1.5 DV5 MT Titanium,475000.0,62500,Diesel,Manual,1st Owner,2015,1582,5,Ford
1205,Compass 2.0 Sport Plus BSIV,1575000.0,62000,Diesel,Manual,1st Owner,2019,1498,5,Jeep
1206,Creta 1.6 CRDi AT S Plus,895000.0,85000,Diesel,Automatic,1st Owner,2017,1248,5,Hyundai
1207,WR-V i-DTEC VX,699000.0,58000,Diesel,Manual,1st Owner,2017,2143,5,Honda
1208,Baleno 1.3 Zeta,620000.0,55500,Diesel,Manual,1st Owner,2018,1248,5,Maruti
1209,GLE 250d,4400000.0,49000,Diesel,Automatic,1st Owner,2017,1956,5,Mercedes-Benz
1210,Baleno 1.3 Zeta,625000.0,54000,Diesel,Manual,1st Owner,2018,1956,5,Maruti
1211,Harrier XM,1250000.0,32500,Diesel,Manual,1st Owner,2019,1950,5,Tata
1212,Harrier XM,1260000.0,33500,Diesel,Manual,1st Owner,2019,0,5,Tata
1213,E-Class Expression E 220 d BSIV,5800000.0,17000,Diesel,Automatic,1st Owner,2020,1950,5,Mercedes-Benz
1214,ZS EV Exclusive,2110000.0,38000,Electric,Automatic,1st Owner,2020,1950,5,MG
1215,C-Class Progressive C 200,3650000.0,16500,Petrol,Automatic,1st Owner,2018,1998,5,Mercedes-Benz
1216,E-Class Exclusive E 220d,7625000.0,2000,Diesel,Automatic,1st Owner,2022,1950,5,Mercedes-Benz
1217,Cooper D,1890000.0,29000,Diesel,Automatic,2nd Owner,2014,1197,5,Mini
1218,C-Class Progressive C 220d,3900000.0,24000,Diesel,Automatic,2nd Owner,2020,1995,5,Mercedes-Benz
1219,Swift LXI,483000.0,37229,Petrol,Manual,1st Owner,2020,2179,7,Maruti
1220,X3 xDrive 20d Luxury Line,6000000.0,19000,Diesel,Automatic,1st Owner,2021,1968,5,BMW
1221,XUV500 W6 2WD,431000.0,90928,Diesel,Manual,1st Owner,2013,1373,7,Mahindra
1222,A3 35 TDI Premium Plus,2580000.0,39000,Diesel,Automatic,1st Owner,2020,1950,5,Audi
1223,Ertiga VXI CNG,725000.0,44000,Cng,Manual,1st Owner,2016,1399,5,Maruti
1224,C-Class Progressive C 200,4990000.0,12000,Petrol,Automatic,1st Owner,2021,1497,5,Mercedes-Benz
1225,Figo Diesel Titanium,193000.0,86483,Diesel,Manual,3rd Owner,2014,1598,5,Ford
1226,City Edge Edition SV,900000.0,20000,Petrol,Manual,1st Owner,2019,1950,5,Honda
1228,C-Class Progressive C 200,4790000.0,12000,Petrol,Automatic,1st Owner,2021,1197,5,Mercedes-Benz
1229,Innova Crysta 2.8 GX AT BSIV,1875000.0,26000,Diesel,Automatic,1st Owner,2018,1248,5,Toyota
1230,Glanza G,606000.0,40252,Petrol,Manual,1st Owner,2020,1997,5,Toyota
1231,Swift VDI BSIV,323000.0,97947,Diesel,Manual,2nd Owner,2014,1582,5,Maruti
1232,Rover Range Rover Velar R-Dynamic S Petrol MY21,8500000.0,38000,Petrol,Automatic,1st Owner,2020,1197,5,Land
1233,Creta 1.6 CRDi AT SX Plus,716000.0,150715,Diesel,Automatic,1st Owner,2015,1968,5,Hyundai
1234,i10 Sportz,158000.0,102820,Petrol,Manual,1st Owner,2010,1996,7,Hyundai
1235,New Laura Ambiente 2.0 TDI CR AT,253000.0,109403,Diesel,Automatic,3rd Owner,2012,1462,7,Skoda
1236,Gloster Savvy 7-Str,3965000.0,11000,Diesel,Automatic,2nd Owner,2021,1197,5,MG
1237,Ertiga VXI AT,858000.0,37377,Petrol,Automatic,1st Owner,2019,1461,5,Maruti
1238,Swift Dzire VXI,367000.0,84728,Petrol,Manual,2nd Owner,2015,1969,5,Maruti
1239,Duster 85PS Diesel RxE,324000.0,53548,Diesel,Manual,2nd Owner,2013,1968,5,Renault
1240,S90 D4 Inscription BSIV,4475000.0,20000,Diesel,Automatic,1st Owner,2018,1197,5,Volvo
1241,A6 2.0 TDI,1619000.0,29397,Diesel,Automatic,1st Owner,2014,1997,7,Audi
1242,Grand i10 Asta,406000.0,30346,Petrol,Manual,1st Owner,2016,1248,5,Hyundai
1243,XUV500 W10 1.99 mHawk,1063000.0,42119,Diesel,Manual,1st Owner,2017,1248,5,Mahindra
1244,Swift Dzire VDI,327000.0,120450,Diesel,Manual,2nd Owner,2014,1451,5,Maruti
1246,Hector Hybrid Sharp MT,1339000.0,21549,Petrol,Manual,1st Owner,2020,1248,5,MG
1247,X5 xDrive 30d,2975000.0,85000,Diesel,Automatic,2nd Owner,2015,1799,5,BMW
1248,Vitara Brezza VDi Option,590000.0,90468,Diesel,Manual,1st Owner,2016,1497,5,Maruti
1249,Civic ZX BSIV,1556000.0,20900,Petrol,Automatic,1st Owner,2019,1950,5,Honda
1250,Creta SX,1387000.0,19234,Petrol,Manual,1st Owner,2021,1497,5,Hyundai
1251,GLC Coupe 300d 4MATIC,7150000.0,24900,Diesel,Automatic,1st Owner,2021,1493,5,Mercedes-Benz
1252,Nexon 1.5 Revotorq XZA Plus DualTone,875000.0,73269,Diesel,Automatic,1st Owner,2018,1353,5,Tata
1253,Seltos HTX Plus D,1525000.0,48101,Diesel,Manual,1st Owner,2020,1997,5,Kia
1254,Seltos GTX Plus,1495000.0,24001,Petrol,Manual,1st Owner,2020,1999,7,Kia
1255,XF 2.0 Petrol Prestige,4700000.0,7500,Petrol,Automatic,1st Owner,2020,1956,5,Jaguar
1256,Alcazar Platinum 7-Seater,1949000.0,9701,Petrol,Manual,1st Owner,2022,999,5,Hyundai
1258,KWID Climber 1.0 AMT Opt,525000.0,18270,Petrol,Automatic,1st Owner,2022,1373,5,Renault
1259,Land Cruiser VX,15800000.0,56000,Diesel,Automatic,1st Owner,2018,1197,5,Toyota
1260,Ciaz VXi,550000.0,50001,Petrol,Manual,1st Owner,2015,1197,5,Maruti
1261,Swift VXI 2018,560000.0,56681,Petrol,Manual,1st Owner,2018,1197,5,Maruti
1262,Baleno Alpha,980000.0,2755,Petrol,Manual,1st Owner,2022,2179,7,Maruti
1263,Baleno 1.2 Alpha,650000.0,46201,Petrol,Manual,1st Owner,2017,1197,5,Maruti
1264,XUV500 W10 2WD,950000.0,85001,Diesel,Manual,1st Owner,2016,1993,5,Mahindra
1265,Grand i10 AT Asta,465000.0,64836,Petrol,Automatic,1st Owner,2015,1197,5,Hyundai
1266,C-Class C 220d,6200000.0,4000,Diesel,Automatic,1st Owner,2022,1353,5,Mercedes-Benz
1267,Grand i10 Nios AMT Sportz,690000.0,24057,Petrol,Automatic,1st Owner,2020,1956,7,Hyundai
1268,Creta SX Turbo Dualtone,1695000.0,49559,Petrol,Automatic,1st Owner,2020,1497,5,Hyundai
1269,New Safari XZA Plus AT,2350000.0,10289,Diesel,Automatic,1st Owner,2022,1956,5,Tata
1270,City i VTEC CVT VX,775000.0,64000,Petrol,Automatic,1st Owner,2016,1451,5,Honda
1271,Hector Smart Diesel MT BSIV,1450000.0,54001,Diesel,Manual,2nd Owner,2019,1798,5,MG
1272,Hector Sharp DCT,1825000.0,27779,Petrol,Automatic,1st Owner,2021,1396,5,MG
1274,Creta 1.4 CRDi S,835000.0,70000,Diesel,Manual,1st Owner,2017,1498,5,Hyundai
1276,Polo 1.5 TDI Trendline,410000.0,115000,Diesel,Manual,1st Owner,2016,1462,6,Volkswagen
1277,S-Class S 350 d,4775000.0,13000,Diesel,Automatic,2nd Owner,2014,1353,5,Mercedes-Benz
1278,XL6 Alpha AT,1200000.0,35000,Petrol,Automatic,1st Owner,2021,1798,5,Maruti
1280,Corolla Altis G AT,895000.0,63000,Petrol,Automatic,1st Owner,2014,1968,5,Toyota
1281,GLS 400d 4MATIC,11700000.0,15000,Diesel,Automatic,2nd Owner,2020,2143,5,Mercedes-Benz
1282,A4 2.0 TDI,1149000.0,60000,Diesel,Automatic,1st Owner,2014,1998,5,Audi
1284,5 Series 530i M Sport,6600000.0,6000,Petrol,Automatic,1st Owner,2022,1968,5,BMW
1285,X5 xDrive 30d xLine,8300000.0,25000,Diesel,Automatic,1st Owner,2020,1950,5,BMW
1286,Q3 2.0 TDI Quattro Premium Plus,1250000.0,64000,Diesel,Automatic,2nd Owner,2014,1461,5,Audi
1287,C-Class Progressive C 200,3600000.0,17000,Petrol,Automatic,1st Owner,2018,2184,4,Mercedes-Benz
1288,Duster 110PS Diesel RxS AMT,695000.0,40000,Diesel,Automatic,2nd Owner,2016,1198,5,Renault
1289,Thar LX 4-Str Convert Top Diesel AT,1875000.0,30000,Diesel,Automatic,1st Owner,2020,1451,5,Mahindra
1290,Brio S MT,260000.0,79000,Petrol,Manual,1st Owner,2012,1199,5,Honda
1292,Amaze S Petrol,640000.0,25102,Petrol,Manual,1st Owner,2019,1198,5,Honda
1293,Q7 45 TDI Quattro Technology,4600000.0,65000,Diesel,Automatic,1st Owner,2017,1197,5,Audi
1294,Polo Petrol Comfortline 1.2L,390000.0,35000,Petrol,Manual,1st Owner,2014,1991,5,Volkswagen
1296,GLC 300 4MATIC Sport,4810000.0,29000,Petrol,Automatic,1st Owner,2019,1998,5,Mercedes-Benz
1299,NX 300h Luxury,4825000.0,48000,Petrol,Automatic,1st Owner,2019,1995,5,Lexus
1300,Fortuner 2.8 4WD MT BSIV,2445000.0,100000,Diesel,Manual,1st Owner,2017,1498,5,Toyota
1301,5 Series 520d Luxury Line,4800000.0,29000,Diesel,Automatic,1st Owner,2019,1198,5,BMW
1303,Micra XV,200000.0,57000,Petrol,Manual,1st Owner,2011,2143,5,Nissan
1304,Thar 4X4,590000.0,59000,Diesel,Manual,2nd Owner,2014,2179,5,Mahindra
1305,GLE 250d,5600000.0,45000,Diesel,Automatic,1st Owner,2019,2179,5,Mercedes-Benz
1308,GL-Class 350 CDI Blue Efficiency,3490000.0,79000,Diesel,Automatic,3rd Owner,2015,2143,5,Mercedes-Benz
1311,A6 3.0 TDI Quattro Premium Plus,1125000.0,68000,Diesel,Automatic,2nd Owner,2013,1796,5,Audi
1313,C-Class C 200 CGI Elegance,825000.0,86000,Petrol,Automatic,1st Owner,2011,1197,5,Mercedes-Benz
1314,Pajero Sport 4X2 AT Dual Tone,1645000.0,39000,Diesel,Automatic,1st Owner,2017,1198,5,Mitsubishi
1315,Grand i10 Nios Magna,625000.0,12000,Petrol,Manual,2nd Owner,2020,1999,5,Hyundai
1316,Amaze EX i-Vtech,360000.0,85000,Petrol,Manual,1st Owner,2014,1248,5,Honda
1319,GLS 400 4MATIC,6250000.0,80000,Petrol,Automatic,1st Owner,2017,1248,5,Mercedes-Benz
1320,X5 xDrive 30d Expedition,5650000.0,34000,Diesel,Automatic,1st Owner,2019,1451,6,BMW
1321,Ciaz VDi Plus,465000.0,72000,Diesel,Manual,1st Owner,2015,1950,5,Maruti
1322,Hector Plus Sharp DCT,1900000.0,18000,Petrol,Automatic,1st Owner,2021,2143,5,MG
1323,C-Class Progressive C 200,4790000.0,11000,Petrol,Automatic,1st Owner,2021,1595,5,Mercedes-Benz
1324,E-Class E250 CDI Avantgarde,2590000.0,60625,Diesel,Automatic,2nd Owner,2016,1197,5,Mercedes-Benz
1326,Baleno 1.2 CVT Delta,525000.0,75000,Petrol,Automatic,1st Owner,2016,1968,5,Maruti
1328,Q3 2.0 TDI Quattro Premium Plus,1589000.0,73000,Diesel,Automatic,1st Owner,2015,1968,5,Audi
1331,Rover Range Rover 3.0 Petrol LWB Vogue BSIV,19200000.0,40000,Petrol,Automatic,1st Owner,2019,1968,5,Land
1332,Innova Crysta 2.8 ZX AT BSIV,1750000.0,67011,Diesel,Automatic,1st Owner,2017,1497,5,Toyota
1333,Yeti Ambition 4X2,325000.0,103000,Diesel,Manual,1st Owner,2013,1998,5,Skoda
1334,City i-VTEC CVT ZX,949000.0,50000,Petrol,Automatic,2nd Owner,2017,1197,5,Honda
1336,Swift Dzire VXI 1.2,640000.0,30000,Petrol,Manual,1st Owner,2019,1991,5,Maruti
1337,Endeavour Titanium Plus 4X4,3149000.0,44000,Diesel,Automatic,1st Owner,2018,1353,5,Ford
1338,GLC 300 4MATIC Sport,4800000.0,28500,Petrol,Automatic,1st Owner,2019,1248,5,Mercedes-Benz
1339,Creta SX Opt Turbo,1975000.0,8000,Petrol,Automatic,1st Owner,2021,1497,5,Hyundai
1340,Swift VDI,590000.0,60000,Diesel,Manual,1st Owner,2019,1197,5,Maruti
1341,City V AT,394000.0,70000,Petrol,Automatic,2nd Owner,2012,1995,5,Honda
1342,Ignis 1.2 Alpha BSIV,435000.0,80000,Petrol,Manual,1st Owner,2018,1497,5,Maruti
